__file__,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
ANTARTIDAFLMM.csv,0.03190636262313934,0.31440570606377316,0.0498124868342855,0.022634588156501996,0.0800720974384427,0.4506944905085016,0.050474268375355756
AlascaBRW.csv,0.09604780364188382,0.059682087526758826,0.6685533056561821,0.029413902062750366,0.05821167535197923,0.05736252357151961,0.030728702188926073
AntartidaCAAM.csv,0.059896842483794524,0.04771214543339829,0.08627201473427755,0.05199153323444173,0.5587397423454471,0.1301841551442362,0.06520356662440466
AntartidaFRSM.csv,0.028254803984599328,0.09513238819794725,0.036871487362752725,0.02627683538528595,0.13684130578657056,0.6152710966076045,0.06135208267523974
AntartidaHOEM.csv,0.06645186986195019,0.046212531452838344,0.09588521416440843,0.05798256866972759,0.5526415487023179,0.11654146984884901,0.06428479729990859
AntartidaVAAM.csv,0.04911956868663201,0.04360580060796891,0.07395119199784905,0.04585750452522471,0.6112666173462822,0.12243637124830822,0.053762945587734964
Atacama-APEX.csv,0.08519878477548773,0.1813701005828614,0.06595363029703241,0.08364715631618769,0.09628921593784075,0.157798694480337,0.329742417610253
AtacamaMeteo.csv,0.06434018853746244,0.040371314682382135,0.031039971108848506,0.09269739183763209,0.05670674216410409,0.055978240922927434,0.6588661507466433
DesertoArábia.csv,0.14706912687168472,0.0181676317845247,0.03186305980199508,0.6674193293450641,0.04446565857715577,0.02631835803420197,0.06469683558537365
DesertoAustralia.csv,0.19620342522572828,0.02276395632808823,0.04897711890691982,0.5762104091493373,0.05653501151804983,0.03235786424054801,0.06695221463132853
DesertoNeguev.csv,0.5043070623532098,0.02729030790394664,0.06388296331807572,0.24857586894063827,0.04990754830060681,0.03470719110556559,0.07132905807795721
DesertoSaara.csv,0.12042828258520999,0.019576765574326457,0.0313884417024063,0.6614008561902532,0.05146070655273782,0.03045864293134151,0.08528630446372465
DesertodeGobi.csv,0.14364596377141636,0.06076607441253168,0.06394239257224121,0.19035139424824796,0.14724284482090125,0.12503014675868962,0.2690211834159719
DesertodoAtacama.csv,0.7352154427932515,0.023279238030550396,0.10220612441796696,0.05068469059559527,0.03152021932942191,0.02440188580391054,0.03269239902930351
GrooenlandiaSummit Station.csv,0.03359701325147156,0.7188001532136075,0.052592070886585976,0.019363647834579042,0.038441994540188054,0.09855116631661022,0.03865395395695769
MarsEnviroment.csv,0.08424210179090155,0.11737502292392421,0.08184601050483072,0.09584191329400674,0.22187967291376157,0.23922890002371808,0.1595863785488571
SAO JOSE DOS CORDEIROS.csv,0.7804880939191813,0.02155471640590664,0.0545000494757712,0.05568586404603196,0.027208288815552487,0.02236738503092384,0.038195602306632555
SAO PAULO.csv,0.6279452181390166,0.0451045038575134,0.14460874078480582,0.0546743002307528,0.04041120242009263,0.038353776530501205,0.048902258037317486
SiberiaGolomyanny.csv,0.07637810684352353,0.05702357925698671,0.703834767058472,0.026662507204503985,0.054006455026889895,0.05365368722721355,0.028440897382410294
ÍndiaMawsynram.csv,0.37247181608036056,0.10087288702301554,0.1849355995262206,0.08520268731048339,0.07541988735633338,0.08028081793477075,0.10081630476881574
