__file__,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11
ANTARTIDAFLMM.csv,0.06559550896903206,0.17953497845091143,0.037788936148916964,0.021157275692091727,0.12074911808437912,0.4358407266771511,0.014233115820970546,0.04696715686496784,0.024569066310583934,0.030079289470331623,0.023484827510663598
AlascaBRW.csv,0.05500267902855644,0.036490852955813766,0.5496120756226528,0.05954864662365061,0.039868180810803455,0.036437711502489256,0.018592156863375044,0.03107219512099342,0.11450916937086233,0.018928516119176994,0.03993781598162585
AntartidaCAAM.csv,0.2576419082472326,0.02235794287730351,0.04907820495804555,0.030813783576918163,0.08647780383599492,0.05696469432895752,0.024390192326325933,0.3683695051703302,0.02924921796090351,0.03078174732503009,0.04387499939295802
AntartidaFRSM.csv,0.09156273810827634,0.05156581389920233,0.025675651379071726,0.018193310384203246,0.17045776224088122,0.4557867490354358,0.016239519487766328,0.09097111706457564,0.018761256322856225,0.03673974988203263,0.0240463321956985
AntartidaHOEM.csv,0.2623559893164996,0.022110709396373898,0.05538166837405551,0.03489094425947617,0.08042414752521512,0.05232959765457504,0.027691151050440767,0.35091114023573966,0.032414371672296716,0.031120096374090387,0.05037018414123711
AntartidaVAAM.csv,0.3198629102373497,0.020658806378387812,0.042766774629294776,0.02512137271784272,0.07682587195445253,0.05526599880429264,0.021887082323374763,0.3497240737446496,0.02417914058227655,0.025910348419098964,0.03779762020897992
Atacama-APEX.csv,0.07100323896812066,0.11989295561059495,0.04308402006454207,0.05814634964153659,0.12990192438617484,0.10380905693003813,0.054297701617659115,0.062164328216693356,0.057519392424477095,0.23243825778841,0.06774277435175322
AtacamaMeteo.csv,0.04059864321500512,0.02421805229396757,0.01884158915604273,0.04502531423418428,0.06703298378186541,0.03186026558900902,0.054715194960356275,0.033452063560411964,0.035509446129006195,0.581063496697487,0.06768295038266436
DesertoArábia.csv,0.02668053726035403,0.00877755073357336,0.01438090230123304,0.08852223279039338,0.02257290948344011,0.012175963245066408,0.5352617913927604,0.0213265354439191,0.033625120612160324,0.03500197606026826,0.20167448067683152
DesertoAustralia.csv,0.037689350891372854,0.011763302651376328,0.022979108208176394,0.11520294184955426,0.029702187248538865,0.015989040645743226,0.4091893219978642,0.028004607918487745,0.0582799114409711,0.03767560762966316,0.2335246195182519
DesertoNeguev.csv,0.031874790306932944,0.011897183994361802,0.025673777674828733,0.3308316169208019,0.02880406779638866,0.014457647895288517,0.11943680745246756,0.01942802185429421,0.10562625226419833,0.030028769884900993,0.28194106395553636
DesertoSaara.csv,0.0329675602482237,0.009642753362325885,0.014717855715204358,0.06459642329976968,0.02969226429217386,0.014233580029547157,0.5411796340384218,0.024954005096456195,0.03236642742929309,0.04813730713396849,0.18751218935461578
DesertodeGobi.csv,0.10311858030738329,0.028156188091781834,0.03168287197005709,0.08215774335699322,0.1843422741240238,0.04965644624901489,0.10303089779292222,0.062292685295776244,0.05914549254480779,0.14282342945031865,0.153593390816921
DesertodoAtacama.csv,0.026646841932330724,0.012696965420834603,0.043372728007557544,0.3959190297611965,0.022583504375015717,0.01306375570882874,0.02376546533766588,0.014946662082929772,0.3161781343866179,0.016777921531069107,0.11404899145595356
GrooenlandiaSummit Station.csv,0.032195313288197434,0.6723365753793688,0.036285522414684614,0.02131736601008254,0.049403003026466795,0.08150033093724318,0.012195698496616753,0.023122587649159206,0.02840955248709425,0.023445833725503705,0.019788216585582764
MarsEnviroment.csv,0.12266332621863661,0.06767574342896825,0.052335804632179406,0.05299476887235908,0.15309799978516173,0.13632729698804577,0.05671271850151013,0.14594350070706757,0.04727865387261594,0.09563522190443946,0.06933496508901607
SAO JOSE DOS CORDEIROS.csv,0.017464938495913903,0.009645539899776307,0.02095613219176154,0.6060913280964229,0.016873054201547735,0.009737881250932952,0.021786046032960377,0.010860672237168337,0.18006070647184938,0.015936658616075395,0.09058704250559123
SAO PAULO.csv,0.025099362730260227,0.019240272956754713,0.04622889454937215,0.2729613949557385,0.024861092900202015,0.016447745911727693,0.021962283784215067,0.01564944086205763,0.47128405570748644,0.019955607342527982,0.06630984829965762
SiberiaGolomyanny.csv,0.051648616795207755,0.03528035105555713,0.5943562744798708,0.05000496844517226,0.03756932251260029,0.03430294490159247,0.017210451859988946,0.02894693198793937,0.09764460272092641,0.017774654520410306,0.035260880720734245
ÍndiaMawsynram.csv,0.05503584486673107,0.05319527256886961,0.0818950110158466,0.1692177721663994,0.06143314216207022,0.042752298106666184,0.04299779994922416,0.0367918590408334,0.307089325124346,0.04929968088609757,0.10029199411291582
