__file__,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
ANTARTIDAFLMM.csv,0.05292734533328558,0.2905754040668177,0.033267313001889245,0.02091125916282937,0.07403599437683421,0.45170163874430963,0.030132762169512592,0.0464482831445217
AlascaBRW.csv,0.6193988935607705,0.04657412964985778,0.13045641023933843,0.024312938485973216,0.045099529107243054,0.04455027185096874,0.06506546074385833,0.024542366361989955
AntartidaCAAM.csv,0.08351963993598752,0.04252653078004121,0.05256554184275481,0.046420644075274665,0.5406823388166972,0.11694773746425788,0.05961817142147168,0.05771939566351496
AntartidaFRSM.csv,0.03827322937809195,0.08651314092790761,0.027390069238098193,0.02425475998279939,0.12878328144396384,0.6095435843194684,0.028078338148505792,0.05716359656116484
AntartidaHOEM.csv,0.09246133561835278,0.04100379076682458,0.05726710667393411,0.051434054805138636,0.5313225181616817,0.1040528232193904,0.0659341822960913,0.05652418845858645
AntartidaVAAM.csv,0.07675552508699883,0.03945461129291651,0.044545945465425424,0.04165089497208531,0.5880450965349219,0.111548494937563,0.04962103364514646,0.04837839806494261
Atacama-APEX.csv,0.058427708870218954,0.16227864048824345,0.07683012746076051,0.0744584724014149,0.08608369506701372,0.1418800504024309,0.08119782317168628,0.31884348213823127
AtacamaMeteo.csv,0.026497154045890182,0.035194731806415934,0.05088073089373155,0.08119607575263717,0.049811161413625696,0.0489375808155221,0.06941283178228386,0.6380697334898935
DesertoArábia.csv,0.022627396888427145,0.014039901286044994,0.05934672046058638,0.6240149638210526,0.03553710074895996,0.020568443263417856,0.17338441450659534,0.050481059024915675
DesertoAustralia.csv,0.034140315585456674,0.017866351875651738,0.09503701828486062,0.5200612255457079,0.045764451174015466,0.025698101371541156,0.20853751127004697,0.05289502489271953
DesertoNeguev.csv,0.034839624115178595,0.016957574242624073,0.16910519806962315,0.18353830929463794,0.03217312723880538,0.021914506236899094,0.49773479822738403,0.04373686257484769
DesertoSaara.csv,0.022886300382441972,0.015323516339172933,0.05642350091719909,0.6344091240066393,0.04185929955100253,0.02415134046242562,0.13732589377445562,0.06762102456666301
DesertodeGobi.csv,0.055177932852549585,0.052730467126818246,0.09992168206422058,0.16757455057149293,0.13264841074030478,0.10988032379939619,0.15636218283481063,0.2257044500104071
DesertodoAtacama.csv,0.05380445186771382,0.016289742441490167,0.47970302995549874,0.0345899131432286,0.02229069272753729,0.017285629711286055,0.353869461244528,0.02216707890871731
GrooenlandiaSummit Station.csv,0.04922583534779699,0.7134815217658304,0.03619737472646175,0.01694555488008638,0.03365440251606988,0.08898314325637438,0.027898437125134224,0.03361373038224611
MarsEnviroment.csv,0.07907303997681442,0.1064177620701937,0.07215166445073333,0.0867172475366677,0.2053825731489958,0.21847228308870828,0.08469552643035103,0.14708990329753577
SAO JOSE DOS CORDEIROS.csv,0.02932418603670149,0.013684122472315907,0.295939083938521,0.03218212553009717,0.01706281788951048,0.014146458886887987,0.5752898816307753,0.02237132361519074
SAO PAULO.csv,0.0638212660387821,0.026750022435759944,0.5643164312036324,0.03196052571999613,0.02423726965603074,0.023087257808465756,0.23773616447371085,0.028091062663622095
SiberiaGolomyanny.csv,0.664070878429868,0.04453560377963537,0.10824982338022576,0.022291480769168766,0.04162248520009536,0.041476226460907026,0.05489125593915533,0.022862246040944396
ÍndiaMawsynram.csv,0.11129268963775094,0.07256996905214035,0.3683448763455989,0.06105644513796915,0.05524099083601152,0.05879296934953082,0.2031162334548736,0.06958582618612466
