__file__,cluster_1,cluster_2,cluster_3
ANTARTIDAFLMM.csv,0.0874832916520412,0.8020496392840153,0.11046706906394353
AlascaBRW.csv,0.14850564101037186,0.26825635412421106,0.5832380048654171
AntartidaCAAM.csv,0.2707274342851358,0.5228543338710134,0.2064182318438507
AntartidaFRSM.csv,0.08338983634986129,0.8493194437657525,0.06729071988438624
AntartidaHOEM.csv,0.29217911587677253,0.4789331114588751,0.22888777266435237
AntartidaVAAM.csv,0.2575401111453801,0.5506195078126396,0.19184038104198026
Atacama-APEX.csv,0.3332890436181958,0.41753660519138514,0.24917435119041909
AtacamaMeteo.csv,0.5969600333172119,0.21229712711562196,0.19074283956716603
DesertoArábia.csv,0.7084168536194039,0.08640680221632673,0.20517634416426947
DesertoAustralia.csv,0.6473570496229498,0.08932844564088852,0.2633145047361617
DesertoNeguev.csv,0.4170504072742313,0.07716877177105733,0.5057808209547113
DesertoSaara.csv,0.7712128246367282,0.07018070711142334,0.1586064682518485
DesertodeGobi.csv,0.5376913863346158,0.2614615386884495,0.2008470749769348
DesertodoAtacama.csv,0.11959023018956506,0.052804305086059045,0.8276054647243759
GrooenlandiaSummit Station.csv,0.16414077384389433,0.5709179393769466,0.2649412867791591
MarsEnviroment.csv,0.2879405905461126,0.5115235592230665,0.20053585023082088
SAO JOSE DOS CORDEIROS.csv,0.20324493720445336,0.07712865330234574,0.7196264094932009
SAO PAULO.csv,0.11907169823832905,0.0740988168541546,0.8068294849075164
SiberiaGolomyanny.csv,0.1522061203919409,0.27548863729667605,0.572305242311383
ÍndiaMawsynram.csv,0.18146712252641975,0.15028051472929665,0.6682523627442837
