__file__,cluster_1,cluster_2,cluster_3,cluster_4
ANTARTIDAFLMM.csv,0.1552600044854131,0.7561971225593591,0.049112452569021164,0.03943042038620655
AlascaBRW.csv,0.2048642752843616,0.23315520560616076,0.44836850271154777,0.11361201639792991
AntartidaCAAM.csv,0.6614034421613822,0.13017587054455731,0.10595922796695112,0.10246145932710934
AntartidaFRSM.csv,0.377272988568772,0.4966593660059477,0.06037446619847708,0.06569317922680326
AntartidaHOEM.csv,0.6348118670390798,0.12749610083122795,0.12076400546155155,0.11692802666814074
AntartidaVAAM.csv,0.7024180502497825,0.1213593006820797,0.08594358760748161,0.09027906146065609
Atacama-APEX.csv,0.2361614014487674,0.3669906436243085,0.17916936156515986,0.21767859336176426
AtacamaMeteo.csv,0.21347913683196032,0.16729057958206184,0.17505737309188085,0.444172910494097
DesertoArábia.csv,0.07877280285978952,0.04331189512656981,0.1621117886577633,0.7158035133558773
DesertoAustralia.csv,0.09068638917822198,0.04869718447409461,0.22303244081906848,0.637583985528615
DesertoNeguev.csv,0.07786538746057002,0.0526170274181562,0.4963238179644322,0.37319376715684155
DesertoSaara.csv,0.07149503681120278,0.03776770334464125,0.1305783151826725,0.7601589446614835
DesertodeGobi.csv,0.269471095047544,0.14328448253055717,0.18206083999181635,0.4051835824300824
DesertodoAtacama.csv,0.044478033577942756,0.035634595592866455,0.8364189811267638,0.08346838970242701
GrooenlandiaSummit Station.csv,0.13703249436459977,0.6760908659954358,0.11819697769616017,0.06867966194380429
MarsEnviroment.csv,0.3986233687637375,0.2744811117318775,0.14217194592891508,0.18472357357547003
SAO JOSE DOS CORDEIROS.csv,0.06158722654853167,0.05197286534253176,0.7433381370726568,0.14310177103627975
SAO PAULO.csv,0.05790342525245794,0.06235672743582721,0.7931724811368642,0.08656736617485065
SiberiaGolomyanny.csv,0.20989296191719245,0.2428630467763289,0.43115495108077284,0.1160890402257058
ÍndiaMawsynram.csv,0.11911945245387541,0.14632086341346012,0.5917678484654042,0.1427918356672603
