__file__,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
ANTARTIDAFLMM.csv,0.03848717455751618,0.23079513710085,0.04487756192180422,0.025777363240836793,0.08831507331987383,0.46403956919401124,0.017973232927086958,0.060785752694779184,0.02894913504324162
AlascaBRW.csv,0.02224013959311094,0.042766953779542885,0.5954073038668467,0.058821067842829165,0.06038737283438442,0.042061530980650255,0.022171172086731774,0.03846810933533009,0.11767634968057372
AntartidaCAAM.csv,0.0402863101392717,0.02961880987013635,0.06096894090735035,0.040920919710648644,0.23920682446019492,0.07843760770617134,0.032797486372681164,0.44009366517469684,0.03766943565884869
AntartidaFRSM.csv,0.04747910289704744,0.06792778863056581,0.031659391199152544,0.023635004855382655,0.12383466150736881,0.5469679994131359,0.02085355968511127,0.11423213501697778,0.02341035679525781
AntartidaHOEM.csv,0.04117242525200501,0.029624377486452275,0.06958939664072722,0.047228712932460115,0.23065866723160564,0.072520932094205,0.03780906241789494,0.4286941230522434,0.04270230289240642
AntartidaVAAM.csv,0.03530990803208247,0.028535246490621034,0.05552323055846013,0.03535670913320951,0.24725927563609137,0.07841378953364264,0.030687391679316358,0.45603550567962975,0.03287894325694667
Atacama-APEX.csv,0.28574093435975545,0.146594247130192,0.05245879688000508,0.07257303672129926,0.10240581696404513,0.1278341840357354,0.06686254020142174,0.07645898870851457,0.06907145499903133
AtacamaMeteo.csv,0.6248092110536647,0.03041552646726314,0.023370601396726625,0.060441975346090505,0.06338275931716393,0.04094360771268081,0.06951516096727925,0.042112017546415616,0.04500914019271542
DesertoArábia.csv,0.047963872812639134,0.012780248257989315,0.021227842049612443,0.16128251966570517,0.043292365526057204,0.01813940331030517,0.6080160419126677,0.031169127055441507,0.05612857940958239
DesertoAustralia.csv,0.05025242658344564,0.01637382329719124,0.032304855158697895,0.19101954585329387,0.05846165413914275,0.02284861513968874,0.49875800673374515,0.03989947188794366,0.09008160120685106
DesertoNeguev.csv,0.041681284919276376,0.015777658233739517,0.03366626172542555,0.4763430886044424,0.05223424088922418,0.019888569810623407,0.1719913894058833,0.027876252171769658,0.1605412542396156
DesertoSaara.csv,0.06480027695726188,0.01399166641967381,0.021446126147271483,0.12048137470966065,0.058039022159868996,0.021223868845809755,0.6106141572086166,0.03636540014998785,0.053038107401849
DesertodeGobi.csv,0.18551423972386613,0.03832672972270039,0.042097527907064815,0.12653812214395008,0.2254661839159557,0.07105810838715643,0.14136484787300949,0.08768643053202942,0.08194780979426756
DesertodoAtacama.csv,0.020652096918609617,0.01504901946667157,0.05266695151392731,0.33930956602778156,0.03632044951606426,0.015756988022435307,0.03208281253468479,0.018968915104038045,0.46919320089578753
GrooenlandiaSummit Station.csv,0.028406306143311886,0.7028292683542714,0.04212420213911721,0.023956093571445836,0.04141906583787484,0.08737061769349844,0.014645142088401002,0.02809493557615879,0.031154368595920537
MarsEnviroment.csv,0.12217364822232035,0.0875163982046303,0.06563314375572453,0.07072346768665255,0.1601251051526517,0.17783236681836204,0.07311506382623081,0.18179788819196355,0.061082918141464146
SAO JOSE DOS CORDEIROS.csv,0.01890563972723177,0.011614553940054836,0.026088804045019263,0.5918256068909794,0.023903507401442408,0.011751862616955572,0.026871021722346074,0.01336250310283614,0.27567650055313453
SAO PAULO.csv,0.02561178248754466,0.024534579567871525,0.06196323995147155,0.2326344817569367,0.03574760447468111,0.020950796621880336,0.029140106112823156,0.020612002345159898,0.548805406681631
SiberiaGolomyanny.csv,0.020721314262014665,0.04100688581399155,0.6404442948527662,0.04949539948724707,0.0562239369136131,0.03932007268409236,0.020317008303830732,0.03559848101936661,0.09687260666307763
ÍndiaMawsynram.csv,0.06326295138241285,0.06674814563660478,0.10592858311859413,0.18748454227489553,0.07952970192000267,0.05362272175123184,0.055684171951788465,0.047591576508084134,0.34014760545638556
