,pca1,pca2
cluster_1,0.8419655979433756,1.5827232502363828
cluster_2,-1.29562719994996,1.6993027119981146
cluster_3,5.185022959204451,4.516243966760159
cluster_4,0.5654571131249018,-2.02019237402395
cluster_5,-1.1845620621084936,-0.13898979882227416
cluster_6,-2.58806873031337,-0.311620185610559
cluster_7,1.4928997259384147,-0.03600078750632352
cluster_8,-0.9496549990023873,-0.862059575605328
