__file__,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
ANTARTIDAFLMM.csv,0.023868413039291273,0.8807794643308142,0.006028317843616032,0.0037966467071535934,0.08552715807912484
AlascaBRW.csv,0.02337068386140724,0.20365203990321978,0.6204029360292195,0.030644047347106032,0.12193029285904743
AntartidaCAAM.csv,0.01993726346362166,0.04711829845869006,0.07300682313899001,0.026898725802889108,0.8330388891358093
AntartidaFRSM.csv,0.058482341841978334,0.4724912472158723,0.011879000298732347,0.010977978699842534,0.4461694319435745
AntartidaHOEM.csv,0.019585802445030255,0.04195876040582643,0.08561366243439314,0.03542884356709912,0.8174129311476511
AntartidaVAAM.csv,0.012582595344464462,0.04004052679757936,0.04097222507396327,0.02129264215725073,0.8851120106267422
Atacama-APEX.csv,0.7745485965258637,0.1302367671296457,0.03724632986529673,0.02421605272004333,0.033752253759150565
AtacamaMeteo.csv,0.8274549962329404,0.020576080353274646,0.040957311242574755,0.08376365084437183,0.027247961326838432
DesertoArábia.csv,0.008922563875230537,0.0024996962329364575,0.09298397344221353,0.88726108716684,0.008332679282779427
DesertoAustralia.csv,0.00955029481718945,0.004332525429907994,0.17088778207414282,0.8017532563325949,0.013476141346164964
DesertoNeguev.csv,0.018385884740140503,0.007756680209362729,0.5343467863290171,0.4220535524377926,0.01745709628368718
DesertoSaara.csv,0.015269538287952347,0.004037731913651755,0.10062100818702878,0.864791247435419,0.015280474175948142
DesertodeGobi.csv,0.18201399516823458,0.07325551929306988,0.14411739650425764,0.36649912905325605,0.23411395998118187
DesertodoAtacama.csv,0.0035303496850452886,0.0027283909913651872,0.9461345812512001,0.042503039775970156,0.005103638296419312
GrooenlandiaSummit Station.csv,0.023659043606812258,0.9261058571484212,0.024124694258091568,0.005475590575369133,0.02063481441130579
MarsEnviroment.csv,0.2157276433587939,0.16516640880448039,0.054415283553626334,0.07770027208350389,0.48699039219959545
SAO JOSE DOS CORDEIROS.csv,0.013758878613169196,0.0077355903133486895,0.8818436388231495,0.08578618125631308,0.010875710994019598
SAO PAULO.csv,0.010947921296330371,0.013282379636704582,0.9357719650759868,0.02973408616070965,0.010263647830268575
SiberiaGolomyanny.csv,0.024555419279605167,0.21008401009987535,0.6106301548179751,0.032082323788598766,0.12264809201394557
ÍndiaMawsynram.csv,0.05522013470260609,0.06672476836988825,0.7689735113873742,0.06476069012393468,0.044320895416196764
