,pca1,pca2
cluster_1,0.8561722599393605,1.5887549665408023
cluster_2,-1.2817580536273012,1.7069886436801518
cluster_3,1.4975486698734324,-0.03071406577263187
cluster_4,0.5710223093730828,-2.011204759519308
cluster_5,-2.5646186688125643,-0.2969655288206664
cluster_6,-1.1767271728691164,-0.1316109131585511
cluster_7,-0.933789009063764,-0.8480923626572777
