,pca1,pca2
cluster_1,1.4402372545306266,-0.05264251446539077
cluster_2,-1.313939362756026,1.3759842991968314
cluster_3,5.059562165806511,4.391382916811872
cluster_4,0.28192314283476455,-1.8587483829757345
cluster_5,0.7821512693182994,1.5405830121662494
cluster_6,-1.4711211338331187,-0.19343560032957785
