__file__,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6
ANTARTIDAFLMM.csv,0.006075587290935232,0.8867257596836892,2.869374058841608e-05,0.004658262436594097,0.01613955854365239,0.08637213830454067
AlascaBRW.csv,0.05441451243451328,0.01261698710986223,2.8910020894121966e-05,0.003677459454042615,0.9172144029660403,0.01204772801464739
AntartidaCAAM.csv,0.045562904834728274,0.035741276633655825,3.439372082129974e-05,0.03221283052734044,0.09737489109768838,0.7890737031857659
AntartidaFRSM.csv,0.010450237199365983,0.48070946844634044,4.155217366790879e-05,0.012321527866772649,0.019509376240001413,0.4769678380738516
AntartidaHOEM.csv,0.054552764038681374,0.03264209556933029,4.1232882226433645e-05,0.04209939648575162,0.11353337745586813,0.7571311335681422
AntartidaVAAM.csv,0.029834912912529647,0.03185995581854268,2.954601925246598e-05,0.029726387017092064,0.08368333047460044,0.8248658677579828
Atacama-APEX.csv,0.09721954069618977,0.5219548069661755,0.0006375925841309478,0.1604459471968521,0.053131114644855634,0.1666109979117961
AtacamaMeteo.csv,0.137700684465122,0.08059293034412984,0.000724258311798575,0.6418343433497075,0.025658475519247034,0.11348930800999517
DesertoArábia.csv,0.1605092464227596,0.002971030592686066,2.4778216545950885e-05,0.8202672887197328,0.006172723785621453,0.010054932262654213
DesertoAustralia.csv,0.24831000626200558,0.004738050264243113,0.0007215893492764599,0.7141725966107061,0.016222831873293084,0.015834925640475655
DesertoNeguev.csv,0.6816362344856706,0.004059008027798125,2.191696400061773e-05,0.28906297000296266,0.015982723246441493,0.00923714727312659
DesertoSaara.csv,0.13247957313806902,0.002812766695971373,1.0907046890607575e-05,0.8491803953374484,0.005267285663459406,0.010249072118161288
DesertodeGobi.csv,0.1896493331423133,0.07242779540455235,4.1648908464943665e-05,0.4529275727757218,0.037591576429938,0.24736207333900959
DesertodoAtacama.csv,0.9372884198540665,0.0023540693053675753,2.664340503259485e-05,0.019679909808830335,0.03728182463549389,0.003369132991209037
GrooenlandiaSummit Station.csv,0.01978690544293714,0.9045291263587234,8.557800152233167e-05,0.006775029090240839,0.04756853113172704,0.02125482997484925
MarsEnviroment.csv,0.057412263472560614,0.18862141599273488,0.0005559061441020245,0.09114818995974414,0.055908243887086,0.6063539805437723
SAO JOSE DOS CORDEIROS.csv,0.9686283932076014,0.002598233387510049,0.0008360204432810931,0.012977409708416678,0.01211242990275153,0.0028475133504392764
SAO PAULO.csv,0.8669089090452052,0.012333340831610255,0.0014838478340304464,0.018196079780335706,0.09220640717607709,0.008871415332741179
SiberiaGolomyanny.csv,0.02531487105848014,0.010173298022432224,2.7215722287928103e-05,0.0027745410203569233,0.9525498101192497,0.009160264057193062
ÍndiaMawsynram.csv,0.6559610138169882,0.04827916641848292,0.06606400196830392,0.04444476654860508,0.15703455935017174,0.02821649189744805
