,pca1,pca2
cluster_1,-1.1616542968646393,1.4332667842904443
cluster_2,-1.3675972111740409,-0.0871321911199146
cluster_3,1.422556191625259,0.42589732364118793
cluster_4,0.3343354617932978,-1.725143293942621
