__file__,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10
ANTARTIDAFLMM.csv,0.005450196386533361,0.21906762329651236,9.148024358886564e-06,0.0015163497162202675,0.003273651524620287,0.7333554254841222,0.007226820632956573,0.01625250080669606,0.004080728579752832,0.00976755554822711
AlascaBRW.csv,0.0016221280433685924,0.007535516710885631,1.4155570427299247e-05,0.002555780993305156,0.030936599431577415,0.010374877665317157,0.0017558115732030975,0.010256160663657898,0.08691058887401282,0.848038380474245
AntartidaCAAM.csv,0.01130106255592374,0.0096765587985516,1.6112203066489796e-05,0.012362407439300373,0.03285839050265841,0.06192330731829475,0.010180695347995386,0.7773934912501909,0.016503939008788996,0.06778403557522945
AntartidaFRSM.csv,0.014517012933228688,0.024805392882178784,1.0912294170359055e-05,0.0036741966139338896,0.004292480476330269,0.8375034770335135,0.016591232545418534,0.08755635545867227,0.0037202104246558806,0.007328729337897893
AntartidaHOEM.csv,0.00986607308783157,0.00837745535148041,1.6629532023664588e-05,0.014597256197897299,0.03816964998135196,0.046141177025164216,0.009073966876445355,0.7795037281932785,0.017493929198414297,0.07676013455611264
AntartidaVAAM.csv,0.006446764060826306,0.0069993783252206955,1.0361194251330397e-05,0.008486893306065129,0.016392813006979576,0.05068258547188351,0.005753481495767205,0.8431993064657274,0.00957685043644497,0.05245156623683399
Atacama-APEX.csv,0.016011631149778837,0.14798529374700362,0.00012129342858296502,0.014953263972052377,0.022387935765531445,0.057832321958192,0.6820360057934455,0.019508190937061354,0.026388501293307165,0.012775561955044791
AtacamaMeteo.csv,0.0072851218388343564,0.012336018828858182,0.0004098227575225241,0.05514728600415334,0.04985850665351207,0.017734224953235,0.8037500381399612,0.01974560943850162,0.02706257506257548,0.006670796322846335
DesertoArábia.csv,0.0009277499580784052,0.0007161659216272358,6.039694021470435e-06,0.7946339923364143,0.17943902204448703,0.0015071885372444562,0.004508786556171056,0.006142241388914825,0.00989608164684217,0.0022227319161991247
DesertoAustralia.csv,0.0014317036235926195,0.0014110665254218403,0.000659732454222751,0.6851379531607232,0.2528044405610288,0.002616065034243537,0.005303854348121815,0.01080746654085007,0.03350048856862397,0.00632722918317138
DesertoNeguev.csv,0.001028313015130941,0.0013469463350773575,7.40074897058604e-06,0.2210194832305443,0.7040797812663251,0.002280344836436732,0.005093617033260084,0.00681634032970163,0.051090074722679645,0.007237698481873696
DesertoSaara.csv,0.0014831128790817835,0.0012046728899789043,5.618744105061616e-06,0.7990449938531887,0.15896819914905166,0.0030594693010442247,0.009227613752539545,0.01332844564892465,0.010380810426171384,0.003297063355913987
DesertodeGobi.csv,0.014466869329172885,0.021137941212839524,2.7859538798654403e-05,0.27329619078304795,0.19031734320017507,0.09890828606418037,0.13747089779019195,0.17931951742445817,0.059477048975576076,0.02557804568155937
DesertodoAtacama.csv,0.0005786902095856538,0.001547698639805393,1.109953096977206e-05,0.012017772425354846,0.7116421646538679,0.0016769753537023181,0.0017004421492185456,0.0032263478253101874,0.24776789380377984,0.01983091540840555
GrooenlandiaSummit Station.csv,0.0021217667876364562,0.9363279647370212,1.0684297523567435e-05,0.0008489943082969282,0.0022730238998240272,0.040091773188943185,0.004057604769169255,0.003403439762691569,0.004829725934070174,0.006035022314823653
MarsEnviroment.csv,0.9132195549295029,0.007660014801135885,3.32212794207675e-05,0.005240130692817625,0.006228986455357499,0.023878310179665647,0.01243320771420573,0.022217643336367453,0.0038478521527432687,0.005241078458783264
SAO JOSE DOS CORDEIROS.csv,0.00044510350100968504,0.0010092610931001448,0.0005257955807018121,0.004058467193587963,0.8301307780878571,0.0009652561510192701,0.0013664030773181152,0.0014027983123258893,0.15624106820147515,0.003855068801604884
SAO PAULO.csv,0.0014011092070824237,0.00447851244456858,0.0005426564401916955,0.0066816811029029415,0.34585782864374065,0.0033911354419237268,0.003415673973726291,0.003766792678857278,0.6141915224677023,0.016273087599304164
SiberiaGolomyanny.csv,0.0012281854727919832,0.006412463651812,1.3454407885714469e-05,0.0019229367520253227,0.014225787510871092,0.00798442606534641,0.0014432426102264412,0.007905039394527505,0.0664100015930586,0.892454462541455
ÍndiaMawsynram.csv,0.007059011484980989,0.02327099147560383,0.05213354985561499,0.018367168113809028,0.21621801252349715,0.01617745927167917,0.017661287340500816,0.015211351302510579,0.5917044338494503,0.04219673478235319
