,TempMax,TempMin,Precipitação,PaMedia,UmidadeMin,UmidadeMax
cluster_1,22.728430487877986,12.436996931961517,2.0182277567227276,947.2971485291462,40.63054202009273,74.17442699873669
cluster_2,-13.257700737198471,-27.97277678156349,0.17909942219580477,821.2873049080162,33.76718469814694,54.90406455469221
